product_key,batch_number,expiry_date,quantity,unit_cost
PVN1095,TON-DAU-SAPO,2030-12-31,1,489000
PVN1094,TON-DAU-SAPO,2030-12-31,3,17165.751
PVN1091,TON-DAU-SAPO,2030-12-31,1,90812.222
PVN1090,TON-DAU-SAPO,2030-12-31,1,88787.471
PVN1086,TON-DAU-SAPO,2030-12-31,1,210000
PVN1085,TON-DAU-SAPO,2030-12-31,3,40000
PVN1081,TON-DAU-SAPO,2030-12-31,1,135000
PVN1077,TON-DAU-SAPO,2030-12-31,1,10000
PVN1074,TON-DAU-SAPO,2030-12-31,1,8333
PVN1071,TON-DAU-SAPO,2030-12-31,6,4261.5381
PVN1070,TON-DAU-SAPO,2030-12-31,1,113333.333
PVN1069,TON-DAU-SAPO,2030-12-31,6,88340.0979
PVN1059,TON-DAU-SAPO,2030-12-31,3,27715.418
PVN1057,TON-DAU-SAPO,2030-12-31,6,20999.9948
PVN1055,TON-DAU-SAPO,2030-12-31,4,19114.6335
PVN1054,TON-DAU-SAPO,2030-12-31,2,24000
PVN1053,TON-DAU-SAPO,2030-12-31,3,16727
PVN1048,TON-DAU-SAPO,2030-12-31,6,12326.6772
PVN1046,TON-DAU-SAPO,2030-12-31,3,17000
PVN1044,TON-DAU-SAPO,2030-12-31,4,36652.1745
PVN1041,TON-DAU-SAPO,2030-12-31,3,45416.667
PVN1037,TON-DAU-SAPO,2030-12-31,2,14756.166
PVN3073,TON-DAU-SAPO,2030-12-31,0.5,75000
PVN1034,TON-DAU-SAPO,2030-12-31,4,54091.4345
PVN1033,TON-DAU-SAPO,2030-12-31,3,99294.898
PVN1031,TON-DAU-SAPO,2030-12-31,4,55938.55
PVN1028,TON-DAU-SAPO,2030-12-31,2,15792.219
PVN1027,TON-DAU-SAPO,2030-12-31,1,24715
PVN1025,TON-DAU-SAPO,2030-12-31,2,12000
PVN1018,TON-DAU-SAPO,2030-12-31,2,35000
PVN1017,TON-DAU-SAPO,2030-12-31,8,5596.9875
PVN1015,TON-DAU-SAPO,2030-12-31,1,40828.46
PVN1014,TON-DAU-SAPO,2030-12-31,2,109000
PVN1013,TON-DAU-SAPO,2030-12-31,1,112800
PVN1012,TON-DAU-SAPO,2030-12-31,5,45582.917
PVN1011,TON-DAU-SAPO,2030-12-31,4,54548.6018
PVN1010,TON-DAU-SAPO,2030-12-31,1,35000
PVN1008,TON-DAU-SAPO,2030-12-31,1,83587.407
PVN1003,TON-DAU-SAPO,2030-12-31,13,15738.973
PVN2252,TON-DAU-SAPO,2030-12-31,4.3333,58909
PVN1001,TON-DAU-SAPO,2030-12-31,1,15000
PVN998,TON-DAU-SAPO,2030-12-31,3,53999.9997
PVN988,TON-DAU-SAPO,2030-12-31,4,10001.048
PVN989,TON-DAU-SAPO,2030-12-31,1.3333,30000
PVN982,TON-DAU-SAPO,2030-12-31,1,6600
PVN983,TON-DAU-SAPO,2030-12-31,0.1,66000
PVN973,TON-DAU-SAPO,2030-12-31,5,16000
PVN974,TON-DAU-SAPO,2030-12-31,1,80000
PVN972,TON-DAU-SAPO,2030-12-31,2,41624.686
PVN970,TON-DAU-SAPO,2030-12-31,3,5000
PVN971,TON-DAU-SAPO,2030-12-31,0.06,250000
PVN969,TON-DAU-SAPO,2030-12-31,3,74002.6217
PVN966,TON-DAU-SAPO,2030-12-31,3,65025.6413
PVN965,TON-DAU-SAPO,2030-12-31,2,70000
PVN962,TON-DAU-SAPO,2030-12-31,11,7923.077
PVN963,TON-DAU-SAPO,2030-12-31,1.1,82000
PVN955,TON-DAU-SAPO,2030-12-31,1,36667
PVN953,TON-DAU-SAPO,2030-12-31,9,4000
PVN954,TON-DAU-SAPO,2030-12-31,0.75,48000
PVN951,TON-DAU-SAPO,2030-12-31,2,35264.7877
PVN950,TON-DAU-SAPO,2030-12-31,1,54847.914
PVN938,TON-DAU-SAPO,2030-12-31,2,20071.429
PVN937,TON-DAU-SAPO,2030-12-31,1,34687.5
PVN934,TON-DAU-SAPO,2030-12-31,2,18199.9981
PVN933,TON-DAU-SAPO,2030-12-31,2,23050.079
PVN932,TON-DAU-SAPO,2030-12-31,7,3300.991
PVN931,TON-DAU-SAPO,2030-12-31,2,42000
PVN930,TON-DAU-SAPO,2030-12-31,3,30000
PVN928,TON-DAU-SAPO,2030-12-31,2,3680
PVN923,TON-DAU-SAPO,2030-12-31,1,29374.289
PVN922,TON-DAU-SAPO,2030-12-31,11,21252.3176
PVN919,TON-DAU-SAPO,2030-12-31,1,18000
PVN914,TON-DAU-SAPO,2030-12-31,1,89550
PVN907,TON-DAU-SAPO,2030-12-31,3,110992.9847
PVN906,TON-DAU-SAPO,2030-12-31,4,165800.2838
PVN903,TON-DAU-SAPO,2030-12-31,29,9641.7678
PVN901,TON-DAU-SAPO,2030-12-31,5,1751.0453
PVN902,TON-DAU-SAPO,2030-12-31,0.1,100000
PVN896,TON-DAU-SAPO,2030-12-31,1,30196.079
PVN897,TON-DAU-SAPO,2030-12-31,0.3333,93000
PVN893,TON-DAU-SAPO,2030-12-31,3,13838.262
PVN892,TON-DAU-SAPO,2030-12-31,1,5000
PVN891,TON-DAU-SAPO,2030-12-31,2,112105.289
PVN890,TON-DAU-SAPO,2030-12-31,2,11786
PVN885,TON-DAU-SAPO,2030-12-31,1,61133.863
PVN877,TON-DAU-SAPO,2030-12-31,5,45000
PVN878,TON-DAU-SAPO,2030-12-31,1.6667,135000
PVN872,TON-DAU-SAPO,2030-12-31,3,34301.7863
PVN873,TON-DAU-SAPO,2030-12-31,1,103000
PVN864,TON-DAU-SAPO,2030-12-31,7,37696.9626
PVN865,TON-DAU-SAPO,2030-12-31,2.3333,110000
PVN859,TON-DAU-SAPO,2030-12-31,7.4,72337.835
PVN860,TON-DAU-SAPO,2030-12-31,1.85,288000
PVN854,TON-DAU-SAPO,2030-12-31,12,10411.167
PVN855,TON-DAU-SAPO,2030-12-31,1,142400
PVN842,TON-DAU-SAPO,2030-12-31,4,22334
PVN843,TON-DAU-SAPO,2030-12-31,0.6667,180000
PVN831,TON-DAU-SAPO,2030-12-31,9,31849.8894
PVN832,TON-DAU-SAPO,2030-12-31,3,101250
PVN829,TON-DAU-SAPO,2030-12-31,4,15193.8373
PVN820,TON-DAU-SAPO,2030-12-31,8,2400
PVN821,TON-DAU-SAPO,2030-12-31,0.8,24000
PVN800,TON-DAU-SAPO,2030-12-31,1,152000
PVN795,TON-DAU-SAPO,2030-12-31,2,118357.143
PVN794,TON-DAU-SAPO,2030-12-31,1,50000
PVN791,TON-DAU-SAPO,2030-12-31,2,65000
PVN789,TON-DAU-SAPO,2030-12-31,8,8500
PVN790,TON-DAU-SAPO,2030-12-31,1.6,42500
PVN788,TON-DAU-SAPO,2030-12-31,3,53457.5897
PVN787,TON-DAU-SAPO,2030-12-31,1,7500
PVN786,TON-DAU-SAPO,2030-12-31,1,40500
PVN784,TON-DAU-SAPO,2030-12-31,3,51000
PVN781,TON-DAU-SAPO,2030-12-31,2,16669.565
PVN770,TON-DAU-SAPO,2030-12-31,2,97000.0001
PVN771,TON-DAU-SAPO,2030-12-31,1,178000
PVN761,TON-DAU-SAPO,2030-12-31,3,9653.0617
PVN756,TON-DAU-SAPO,2030-12-31,2,20740.741
PVN753,TON-DAU-SAPO,2030-12-31,4,50664.3358
PVN747,TON-DAU-SAPO,2030-12-31,5,7799.994
PVN743,TON-DAU-SAPO,2030-12-31,4,7615.171
PVN741,TON-DAU-SAPO,2030-12-31,3,22750
PVN739,TON-DAU-SAPO,2030-12-31,4,6000
PVN722,TON-DAU-SAPO,2030-12-31,3,66432.8477
PVN723,TON-DAU-SAPO,2030-12-31,0.75,265000
PVN720,TON-DAU-SAPO,2030-12-31,7,35638.1144
PVN721,TON-DAU-SAPO,2030-12-31,3.5,71500
PVN719,TON-DAU-SAPO,2030-12-31,2,47375
PVN717,TON-DAU-SAPO,2030-12-31,4,15149.329
PVN711,TON-DAU-SAPO,2030-12-31,1,52450.907
PVN709,TON-DAU-SAPO,2030-12-31,2,22887.669
PVN707,TON-DAU-SAPO,2030-12-31,3,23863.1164
PVN704,TON-DAU-SAPO,2030-12-31,2,233100
PVN699,TON-DAU-SAPO,2030-12-31,3,27500.0001
PVN695,TON-DAU-SAPO,2030-12-31,3,12923.0771
PVN694,TON-DAU-SAPO,2030-12-31,1,22649.5552
PVN693,TON-DAU-SAPO,2030-12-31,11,3658.4354
PVN692,TON-DAU-SAPO,2030-12-31,7,13499.9995
PVN691,TON-DAU-SAPO,2030-12-31,4,21969.729
PVN685,TON-DAU-SAPO,2030-12-31,1,80714.286
PVN662,TON-DAU-SAPO,2030-12-31,22,2335.784
PVN663,TON-DAU-SAPO,2030-12-31,11,20000
PVN657,TON-DAU-SAPO,2030-12-31,1,52000
PVN655,TON-DAU-SAPO,2030-12-31,4,8130.5021
PVN656,TON-DAU-SAPO,2030-12-31,0.4,108000
PVN652,TON-DAU-SAPO,2030-12-31,2,50218.036
PVN647,TON-DAU-SAPO,2030-12-31,2,183000
PVN642,TON-DAU-SAPO,2030-12-31,6,2000
PVN643,TON-DAU-SAPO,2030-12-31,0.6,50000
PVN633,TON-DAU-SAPO,2030-12-31,3,8032.078
PVN634,TON-DAU-SAPO,2030-12-31,1.5,16065
PVN629,TON-DAU-SAPO,2030-12-31,6,2419.087
PVN630,TON-DAU-SAPO,2030-12-31,1.2,12000
PVN625,TON-DAU-SAPO,2030-12-31,2,23729.236
PVN621,TON-DAU-SAPO,2030-12-31,5,2561.0328
PVN622,TON-DAU-SAPO,2030-12-31,0.25,48000
PVN620,TON-DAU-SAPO,2030-12-31,4,13461.5355
PVN615,TON-DAU-SAPO,2030-12-31,2,21466.667
PVN616,TON-DAU-SAPO,2030-12-31,0.6667,64400
PVN608,TON-DAU-SAPO,2030-12-31,16,10527.2384
PVN609,TON-DAU-SAPO,2030-12-31,5.3333,31500
PVN597,TON-DAU-SAPO,2030-12-31,1.5,7562.875
PVN598,TON-DAU-SAPO,2030-12-31,0.15,75500
PVN596,TON-DAU-SAPO,2030-12-31,1,35000
PVN587,TON-DAU-SAPO,2030-12-31,18,4486.2356
PVN588,TON-DAU-SAPO,2030-12-31,1.8,42000
PVN581,TON-DAU-SAPO,2030-12-31,2,84857.571
PVN570,TON-DAU-SAPO,2030-12-31,57,7334.1959
PVN571,TON-DAU-SAPO,2030-12-31,2.375,183600
PVN567,TON-DAU-SAPO,2030-12-31,5,11742.9981
PVN559,TON-DAU-SAPO,2030-12-31,2,21001.263
PVN554,TON-DAU-SAPO,2030-12-31,1,21999.817
PVN550,TON-DAU-SAPO,2030-12-31,3,22000
PVN544,TON-DAU-SAPO,2030-12-31,2,143142.857
PVN541,TON-DAU-SAPO,2030-12-31,2,24510.519
PVN536,TON-DAU-SAPO,2030-12-31,4,19300.8288
PVN533,TON-DAU-SAPO,2030-12-31,4,18334
PVN527,TON-DAU-SAPO,2030-12-31,0.03,167142.8202
PVN516,TON-DAU-SAPO,2030-12-31,42,4538.9273
PVN514,TON-DAU-SAPO,2030-12-31,50,1058.28
PVN515,TON-DAU-SAPO,2030-12-31,2.0833,22680
PVN512,TON-DAU-SAPO,2030-12-31,10,2849.811
PVN513,TON-DAU-SAPO,2030-12-31,1,30000
PVN508,TON-DAU-SAPO,2030-12-31,48,5291.667
PVN509,TON-DAU-SAPO,2030-12-31,2,132000
PVN502,TON-DAU-SAPO,2030-12-31,25,5264.9979
PVN503,TON-DAU-SAPO,2030-12-31,1.0417,113000
PVN493,TON-DAU-SAPO,2030-12-31,30,12094.88
PVN494,TON-DAU-SAPO,2030-12-31,2.5,145000
PVN491,TON-DAU-SAPO,2030-12-31,54,17459.4562
PVN492,TON-DAU-SAPO,2030-12-31,4.5,210000
PVN488,TON-DAU-SAPO,2030-12-31,1,122000
PVN485,TON-DAU-SAPO,2030-12-31,29,13906.4793
PVN454,TON-DAU-SAPO,2030-12-31,3,20000
PVN455,TON-DAU-SAPO,2030-12-31,1,60000
PVN450,TON-DAU-SAPO,2030-12-31,3,15709
PVN451,TON-DAU-SAPO,2030-12-31,1,57840
PVN444,TON-DAU-SAPO,2030-12-31,9,20152.6683
PVN445,TON-DAU-SAPO,2030-12-31,3,62000
PVN427,TON-DAU-SAPO,2030-12-31,20,3402
PVN428,TON-DAU-SAPO,2030-12-31,0.8333,120000
PVN420,TON-DAU-SAPO,2030-12-31,0.4,31295.25
PVN421,TON-DAU-SAPO,2030-12-31,0.1,125181
PVN419,TON-DAU-SAPO,2030-12-31,5,6195
PVN413,TON-DAU-SAPO,2030-12-31,7,29499.9996
PVN414,TON-DAU-SAPO,2030-12-31,3.5,59000
PVN409,TON-DAU-SAPO,2030-12-31,1,92833.334
PVN406,TON-DAU-SAPO,2030-12-31,1,156142.858
PVN407,TON-DAU-SAPO,2030-12-31,0.5,280000
PVN405,TON-DAU-SAPO,2030-12-31,2,115000
PVN401,TON-DAU-SAPO,2030-12-31,2,11400
PVN402,TON-DAU-SAPO,2030-12-31,1,50000
PVN393,TON-DAU-SAPO,2030-12-31,2,24457.58
PVN2444,TON-DAU-SAPO,2030-12-31,0.6667,76800
PVN380,TON-DAU-SAPO,2030-12-31,30,2600
PVN381,TON-DAU-SAPO,2030-12-31,1,77000
PVN377,TON-DAU-SAPO,2030-12-31,4,62785.7145
PVN376,TON-DAU-SAPO,2030-12-31,8,16665.846
PVN1989,TON-DAU-SAPO,2030-12-31,2,66700
PVN371,TON-DAU-SAPO,2030-12-31,20,4876.9814
PVN372,TON-DAU-SAPO,2030-12-31,1,97200
PVN367,TON-DAU-SAPO,2030-12-31,1,18734.723
PVN358,TON-DAU-SAPO,2030-12-31,43,2733.5784
PVN359,TON-DAU-SAPO,2030-12-31,1.4333,83000
PVN337,TON-DAU-SAPO,2030-12-31,26,3251.5237
PVN338,TON-DAU-SAPO,2030-12-31,2.6,32000
PVN330,TON-DAU-SAPO,2030-12-31,2,62942.857
PVN326,TON-DAU-SAPO,2030-12-31,1,25000
PVN318,TON-DAU-SAPO,2030-12-31,4,7042.644
PVN319,TON-DAU-SAPO,2030-12-31,0.4,95000
PVN314,TON-DAU-SAPO,2030-12-31,5,5942.8783
PVN315,TON-DAU-SAPO,2030-12-31,2.5,11200
PVN308,TON-DAU-SAPO,2030-12-31,4,18999.103
PVN309,TON-DAU-SAPO,2030-12-31,2,40000
PVN302,TON-DAU-SAPO,2030-12-31,4,31784.0598
PVN294,TON-DAU-SAPO,2030-12-31,2,90563.6365
PVN288,TON-DAU-SAPO,2030-12-31,2,20000
PVN283,TON-DAU-SAPO,2030-12-31,2,45000
PVN282,TON-DAU-SAPO,2030-12-31,3,25444.9827
PVN278,TON-DAU-SAPO,2030-12-31,16,7450
PVN279,TON-DAU-SAPO,2030-12-31,1.6,72000
PVN273,TON-DAU-SAPO,2030-12-31,2,15638.9877
PVN265,TON-DAU-SAPO,2030-12-31,1,32650.794
PVN10,TON-DAU-SAPO,2030-12-31,4,18994.642
