product_code,product_name,generic_name,barcode,sale_unit_name,retail_price,min_stock_qty,category_code,brand_code,drug_type
PVN2055,Povidone ( 20ml ),,PVN2055,Lọ,5000,,,,1
PVN2054,Povidon - iodine (100ml),,PVN2054,Lọ,20000,,,,1
PVN2052,Dimenhydrinat ( say xe TPC ),,8934940031669,Vỉ,5000,,,,1
PVN2053,Dimenhydrinat ( say xe TPC ) - Hộp,,PVN2053,Hộp,50000,,,,1
PVN2051,Cao sao vàng,,8935137700306,hộp,5000,,,,1
PVN2050,Đông trùng Nước Hàn Quốc - chai,,8809122240590,Hộp,7000,,,,1
PVN2048,DREAM MEN,,8938541218153,Gói,50000,,,,1
PVN2049,DREAM MEN - Hộp,,PVN2049,Hộp,100000,,,,1
PVN2047,Hạt chia,,806809665231,gói,180000,,,,1
PVN2043,VOMINA,,8934748609053,Viên,1250,,,,1
PVN2186,VOMINA - Vỉ,,PVN2186,Vỉ,5000,,,,1
PVN2041,Viên ngậm An thanh,,8935092203119,Vỉ,10000,,,,1
PVN2042,Viên ngậm An thanh - Hộp,,PVN2042,Hộp,100000,,,,1
PVN2039,Itsup 100mg - Sildenafil,,8901872004054,Viên,25000,,,,1
PVN2040,Itsup 100mg - Sildenafil - Hộp,,PVN2040,Hộp,100000,,,,1
PVN2035,Kẹo HAMER ( ginseng + Coffee ),,300395565611,Viên,30000,,,,1
PVN2036,Kẹo HAMER ( ginseng + Coffee ) - Hộp,,PVN2036,Hộp,240000,,,,1
PVN2033,ADAGRIN,,8935127599255,Viên,30000,,,,1
PVN2034,ADAGRIN - Hộp,,PVN2034,Hộp,120000,,,,1
PVN2031,Re-Zoom OPV,,PVN2031,Viên,25000,,,,1
PVN2032,Re-Zoom OPV - Hộp,,PVN2032,Hộp,100000,,,,1
PVN2030,Máy test tiểu đường,,103A31105F7,Hộp,640000,,,,1
PVN2029,Que test tiểu đường,,PVN2029,Cái,6000,,,,1
PVN2177,Que test tiểu đường - Hộp,,PVN2177,Hộp,150000,,,,1
PVN2028,Đông trùng hạ thảo - Kozo Gold,,8938527378413,Hộp,350000,,,,1
PVN2026,Ngựa Thái,,PVN2026,Viên,25000,,,,1
PVN2027,Ngựa Thái - Hộp,,PVN2027,Hộp,250000,,,,1
PVN2025,Kim test tiểu đường,,8936193050374,Cái,4000,,,,1
PVN2176,Kim test tiểu đường - Hộp,,PVN2176,Hộp,400000,,,,1
PVN2023,PHARCOTER Vỉ,,PVN2023,Vỉ,25000,,,,1
PVN2024,PHARCOTER Vỉ - Hộp,,PVN2024,Hộp,250000,,,,1
PVN2022,Sạc máy HA 7121,,4015672105430,Hộp,180000,,,,1
PVN2021,Máy huyết áp Omron 8712,,4975479495274,Hộp,950000,,,,1
PVN2019,Dán chống say thảo dược VIO,,PVN2019,Gói,10000,,,,1
PVN2020,Dán chống say thảo dược VIO - Hộp,,PVN2020,Hộp,20000,,,,1
PVN2018,Yến Sào CLC,,8936200099938,Hộp,300000,,,,1
PVN2017,Táo đỏ Hàn Quốc,,8809455070031,Hộp,130000,,,,1
PVN2016,Nước súc miệng TB Trắng,,8934940010022,Chai,30000,,,,1
PVN2014,Dimenhydrinate  ( Say xe Thái ),,8858022001138,Vỉ,2000,,,,1
PVN2015,Dimenhydrinate  ( Say xe Thái ) - Hộp,,PVN2015,Hộp,2000000,,,,1
PVN2183,Dimenhydrinate  ( Say xe Thái ) - Vỉ,,PVN2183,Vỉ,20000,,,,1
PVN2013,SET Yến Sào Đông Trùng Nam Dược,,8935092204260,Hộp,360000,,,,1
PVN2012,Marvelon,,PVN2012,Hộp,80000,,,,1
PVN2011,SET Yến Sào Nam Dược,,8935092204253,Hộp,270000,,,,1
PVN2010,Pro Avalo,,PVN2010,Hộp,25000,,,,1
PVN2008,Dia 35,,PVN2008,Hộp,135000,,,,1
PVN2007,Bao Nhật Condom Lông Gà - 12C,,4902510106189,Hộp,50000,,,,1
PVN2005,Trifeme - 72h,,http://linhdatpharma.com.vn/,Hộp,20000,,,,1
PVN2004,Mikfepris 10mg,,PVN2004,Hộp,10000,,,,1
PVN2003,Tinh dầu thông đỏ(Hàn Quốc),,8806129209674,hộp,1500000,,,,1
PVN2002,"Hylaform 0,1%",,8936098960426,Lọ,30000,,,,1
PVN2001,New Choice,,8936073565707,Hộp,10000,,,,1
PVN2000,Tránh thai TQ,,83215370071960981029,Hộp,80000,,,,1
PVN1998,Huyết thần đan - Letco,,8938538528005,Vỉ,30000,,,,1
PVN1999,Huyết thần đan - Letco - Hộp,,PVN1999,Hộp,60000,,,,1
PVN1997,PROGYNOVA 2mg,,PVN1997,Hộp,110000,,,,1
PVN1996,NOVYNETTE,,PVN1996,Hộp,75000,,,,1
PVN1995,Sắt nhỏ giọt Oscar,,8936116602260,Lọ,150000,,,,1
PVN1994,REGULON,,PVN1994,Hộp,65000,,,,1
PVN1993,Biotin Letco,,8936116602406,Lọ,180000,,,,1
PVN1991,Dầu Tigi đỏ,,615908950977,lọ,550000,,,,1
PVN1990,Sữa tắm Tesori (hoa sen-chai 500ml),,8008970000831,lọ,210000,,,,1
PVN1988,Máy khí dung OROMI,,PVN1988,Hộp,800000,,,,1
PVN1987,Sữa tắm Tesori dây (hoa thanh long),,8008970008776,tuýp,140000,,,,1
PVN1985,Cảm cúm Nhật,,4987306045156,Gói,10000,,,,1
PVN1986,Cảm cúm Nhật - Hộp,,PVN1986,Hộp,440000,,,,1
PVN1984,Sữa tắm Tesori dây (tinh dầu macca),,8008970037462,tuýp,140000,,,,1
PVN1983,Sữa tắm Tesori dây (hoa sen),,8008970000855,tuýp,140000,,,,1
PVN1979,Vinpocetin 5mg,,PVN1979,vỉ,8000,,,,1
PVN1980,Vinpocetin 5mg - Hộp,,PVN1980,Hộp,16000,,,,1
PVN1977,THYZOL Plus,,8936095690586,Vỉ,50000,,,,1
PVN1978,THYZOL Plus - Hộp,,PVN1978,Hộp,300000,,,,1
PVN1975,Betahistin 16mg,,8935206094077,vỉ,30000,,,,1
PVN1976,Betahistin 16mg - Hộp,,PVN1976,Hộp,90000,,,,1
PVN1971,Betaserc 24mg,,PVN1971,vỉ,72000,,,,1
PVN1972,Betaserc 24mg - Hộp,,PVN1972,Hộp,360000,,,,1
PVN1970,Dán Con hổ,,6920579001601,Gói,8000,,,,1
PVN1968,Betaserc 16mg,,PVN1968,vỉ,79000,,,,1
PVN1969,Betaserc 16mg - Hộp,,PVN1969,Hộp,237000,,,,1
PVN1966,BLUEGO - 30M,,6940746466583,Vỉ,1000,,,,1
PVN1967,BLUEGO - 30M - Hộp,,PVN1967,Hộp,30000,,,,1
PVN1964,BLUEGO - 102M,,6940746466484,Vỉ,1000,,,,1
PVN1965,BLUEGO - 102M - Hộp,,PVN1965,Hộp,30000,,,,1
PVN1962,Heptaminol,,8934618322815,vỉ,20000,,,,1
PVN1963,Heptaminol - Hộp,,PVN1963,Hộp,40000,,,,1
PVN1960,Sibelium,,8699593015274,vỉ,50000,,,,1
PVN1961,Sibelium - Hộp,,PVN1961,Hộp,250000,,,,1
PVN1958,URGO (Chống thấm),,PVN1958,Dây,3000,,,,1
PVN1959,URGO (Chống thấm) - Hộp,,PVN1959,Hộp,75000,,,,1
PVN1956,Nootropil 800,,PVN1956,vỉ,90000,,,,1
PVN1957,Nootropil 800 - Hộp,,PVN1957,Hộp,270000,,,,1
PVN1954,SALONSHIP,,8935106261111,Gói,33000,,,,1
PVN1950,Cao dán YAGUCHI,,8936053600541,Gói,10000,,,,1
PVN1951,Cao dán YAGUCHI - Hộp,,PVN1951,Hộp,200000,,,,1
PVN1949,Cao bạch hổ,,,Hộp,25000,,,,1
PVN1948,Dầu gừng Thái Dương - 24ml,,8936007201077,Lọ,80000,,,,1
PVN1947,Dầu gừng Thái Dương - 6ml,,8936007201671,Lọ,30000,,,,1
PVN1944,"Dầu gió trường sơn - 2,5ml",,8934960011689,Lọ,10000,,,,1
PVN1945,"Dầu gió trường sơn - 2,5ml - Hộp",,PVN1945,Hộp,200000,,,,1
PVN1942,Dầu gió xanh Thiên Thảo,,8934960011733,Lọ,28000,,,,1
PVN1943,Dầu gió xanh Thiên Thảo - Hộp,,PVN1943,Hộp,336000,,,,1
PVN1941,"Dầu Phật linh - 1,5ml",,PVN1941,Lọ,10000,,,,1
PVN1939,Dầu Phật linh - 5ml,,PVN1939,Lọ,20000,,,,1
PVN1940,Dầu Phật linh - 5ml - Hộp,,PVN1940,Hộp,240000,,,,1
PPVVVN43,Cồn 70,,PPVVVN43,Chai,25000,,,,1
PPVVVN44,Cồn 70 - Kiện,,,Kiện,600000,,,,1
PPVVVN45,"Nước súc miệng TB Chlorhexidin 0,12%",,8934940033960,Chai,60000,,,,1
PPVVVN46,Nước súc miệng Ong Việt trẻ em 250 ml,,8936065623491,Chai,30000,,,,1
PPVVVN47,Nước súc miệng trẻ em TB Kid,,8934940032567,Chai,22000,,,,1
PPVVVN48,Nước súc miệng Ong Việt người lớn 500ml,,PPVVVN48,Chai,50000,,,,1
PPVVVN49,Nước súc miệng Ong Việt người lớn 500ml - Kiện,,,Kiện,600000,,,,1
PPVVVN50,Nước súc miệng Valentine 500ml,,8936007201909,Chai,60000,,,,1
PPVVVN51,Nước súc miệng TB xanh Fresh 500ml,,8934940032772,Chai,30000,,,,1
PPVVVN52,Nước súc miệng Thái Dương 500ml,,8936007200926,Chai,35000,,,,1
PPVVVN53,Nước súc miệng Listerine 750ml,,8850007811251,Chai,90000,,,,1
PPVVVN54,Nước súc miệng Listerine 250ml,,8850007813040,Chai,40000,,,,1
PPVVVN55,Vitamin E Thái Lan,,8850722043616,Lọ,35000,,,,1
PPVVVN56,Nước súc miệng Euro.sol 250ml,,8936184470051,Chai,90000,,,,1
PPVVVN57,Nước súc miệng An Thảo 250ml,,8935092203461,Chai,65000,,,,1
PPVVVN58,Kem nẻ Nivea 30ml,,4005808708635,Lọ,40000,,,,1
PPVVVN59,Kem nẻ Bubchen 20ml,,40052083,Lọ,25000,,,,1
PPVVVN60,Kem nẻ Vaselin Nga,,4607051794009,Lọ,18000,,,,1
PPVVVN61,Kem nẻ Nivea Soft 50ml,,42204374,Lọ,60000,,,,1
PPVVVN62,Kem nẻ Vaseline 49g,,5986329721053,Lọ,40000,,,,1
PPVVVN63,Sữa tắm Cetaphil - Úc 400ml,,9318637044009,Chai,270000,,,,1
PPVVVN64,Dầu gội Dược liệu TD 7 - 200ml,,8936007201091,Chai,100000,,,,1
PPVVVN65,Dầu gội dược liệu TD3- 200ml,,8936007201046,Chau,60000,,,,1
PPVVVN66,Dầu gội dược liệu TD 3 Hoa sen 200ml,,8936007209592,Chai,60000,,,,1
PPVVVN67,Dầu gội dược liệu Thái Dương 7 Pluss 250mp,,8936007206713,Chai,150000,,,,1
PPVVVN69,Calci - D sirup plus ( Ích Nhi ) trên 6 tuổi,,8935092203195,Hộp,110000,,,,1
PPVVVN70,Sữa tắm Lactacyd baby Extra Milky 250ml,,8936123410032,Chai,90000,,,,1
PPVVVN71,Pregeu calci,,8936065623767,Hộp,320000,,,,1
PPVVVN72,Sea Can,,8934940033588,vỉ,25000,,,,1
PPVVVN73,Sữa tắm thảo dược An Care Skin 200ml,,8938540796034,Chai,70000,,,,1
PPVVVN74,Thạch Calciumkid,,8938511450880,Hộp,100000,,,,1
PPVVVN75,Sữa tắm Lactacys baby Gentle Care 500ml,,8936123411107,Chai,135000,,,,1
PPVVVN76,Sea Can pluss,,8936039680628,Hộp,200000,,,,1
PPVVVN77,Sữa tắm Lactacy Baby Extra Milky 500mp,,8936123410162,Chai,190000,,,,1
PPVVVN78,Powercals,,8936065621343,Lọ,150000,,,,1
PPVVVN79,Sữa tắm thảo dược Sachi 250ml,,8938546397020,Chai,125000,,,,1
PPVVVN80,Đường Glucose 500g,,8938522988099,Gói,15000,,,,1
PPVVVN81,Vina Cal HD,,8938535610307,Lọ,120000,,,,1
PPVVVN82,Đường Glucose 250g,,8938522988105,Gói,10000,,,,1
PPVVVN83,Ion Ca2+,,https://duocvshine.vn/,Lọ,150000,,,,1
PPVVVN84,Chỉ tăm nha khoa Suka 80 cái,,4538604523350,Gói,20000,,,,1
PPVVVN85,Gạc rơ lưỡi Đông Pha,,8938501545022,Hộp,2000,,,,1
PPVVVN86,Gạc rơ lưỡi Đông Pha - Bịch,,,Bịch,20000,,,,1
PPVVVN87,Tăm bông trẻ em 100 que,,8936024920227,Gói,5000,,,,1
PPVVVN88,Tăm bông trẻ em 100 que - Cọc,,,Cọc,60000,,,,1
PPVVVN89,Magnesium + Calcium + D3 ( aktiv ),,4009932956269,Vỉ,110000,,,,1
PPVVVN90,Magnesium + Calcium + D3 ( aktiv ) - Hộp,,,Hộp,330000,,,,1
PPVVVN91,Canxi Nano MK7,,8938540796249,Lọ,180000,,,,1
PPVVVN92,Tăm bông Cán gỗ người lớn 100c,,8936024925246,Gói,10000,,,,1
PPVVVN93,Tăm bông Cán gỗ người lớn 100c - Cọc,,,Cọc,120000,,,,1
PPVVVN94,Vệ sinh phụ nữ Intima 200ml,,5901887018650,Chai,120000,,,,1
PPVVVN95,Vệ sinh bé gái AQA baby 250ml,,4620020893558,Chai,175000,,,,1
PPVVVN96,Dung dịch vệ sinh Femfresh - Úc 250ml,,9310320002099,Chai,200000,,,,1
PPVVVN97,Dầu gội dược liệu Jasunny 220ml,,8936065622876,Chai,60000,,,,1
PPVVVN98,Carava,,3701291900303,Lọ,450000,,,,1
PPVVVN99,Hà thủ Ô,,8936039680147,Hộp,50000,,,,1
PPVVVN100,Strol Mun,,8938535610086,vỉ,50000,,,,1
PPVVVN101,Kem đánh răng trẻ em Jack Jill - Úc,,9312657009017,Tub,100000,,,,1
PPVVVN102,Hoàn thập toàn đại bổ,,8936039680154,Hộp,55000,,,,1
PPVVVN103,Xịt chống sâu răng Vshine 30ml,,8936102642379,Hộp,90000,,,,1
PPVVVN104,Doctor Spa,,8936102640931,Vỉ,30000,,,,1
PPVVVN105,Doctor Spa - Hộp,,,Hộp,60000,,,,1
PPVVVN106,Kem đánh răng Muối- Nhật 170g,,4901616005266,Tub,50000,,,,1
PPVVVN107,Aikido,,8936053600862,Gói,15000,,,,1
PPVVVN108,Aikido - Hộp,,,Hộp,45000,,,,1
PPVVVN109,Fe Mama Gold,,8936101740021,Vỉ,45000,,,,1
PPVVVN110,Fe Mama Gold - Hộp,,,Hộp,90000,,,,1
PPVVVN111,Dán hạ sốt Dr.Tino,,6941507705484,Gói,15000,,,,1
PPVVVN112,Dán hạ sốt Dr.Tino - Hộp,,,Hộp,45000,,,,1
PPVVVN113,NatalDiamond,,8936065621404,Hộp,290000,,,,1
PPVVVN114,Kem đánh răng Ngọc Châu 125g,,8936009152384,Tub,54000,,,,1
PPVVVN115,Kem đánh răng Thái Dương 150g,,8936007207055,Tub,80000,,,,1
PPVVVN116,Hemo Sun,,8936102642195,Vỉ,20000,,,,1
PPVVVN117,Hemo Sun - Hộp,,,Hộp,120000,,,,1
PPVVVN118,Dung dịch vệ sinh PH Butterfly 100ml,,8938540612204,Lọ,55000,,,,1
PPVVVN119,FeroGlobin,,8938531419249,Hộp,100000,,,,1
PPVVVN120,Fe - Kozo,,,Hộp,100000,,,,1
PPVVVN121,Kem đánh răng Safe Kids 90g (Nho),,8806325611493,Tub,35000,,,,1
PPVVVN123,Kem đánh răng EQ Teach TE 75g - cam,,8936063373503,Tub,25000,,,,1
PPVVVN124,Acid Folic (Gold Vshine),,8936102640016,Lọ,140000,,,,1
PPVVVN125,Dung dịch vệ sinh Nano Lactovin Eva 100ml,,8938531419195,Chai,80000,,,,1
PPVVVN126,PreIQM (DHA - Choline),,8936065620322,Lọ,190000,,,,1
PPVVVN127,Dung dịch vệ sinh Thiên Mai 100ml xanh,,8936079382179,Chai,35000,,,,1
PPVVVN128,Fe Complex GT,,8936101740489,Hộp,100000,,,,1
PPVVVN129,Sắt ống Kozo,,8938527378321,Ống,6500,,,,1
PPVVVN130,Sắt ống Kozo - Hộp,,,Hộp,130000,,,,1
PPVVVN131,B76 bỏng,,8936042810067,LỌ,45000,,,,1
PPVVVN132,Dung dịch vệ sinh Thiên Mai Lavender Tím,,8936079382186,Chai,35000,,,,1
PPVVVN136,Men Bạch Mai,,8938538822066,Hộp,135000,,,,1
PPVVVN137,NNO,,8850769020403,Hộp,140000,,,,1
PPVVVN138,Dung dịch VSPN Smovy 150ml,,8936065621367,Lọ,88000,,,,1
PPVVVN139,LooLooKids (Nhuận tràng chất xơ),,8936116601836,Ống,6000,,,,1
PPVVVN140,LooLooKids (Nhuận tràng chất xơ) - Hộp,,,Hộp,120000,,,,1
PPVVVN142,Dung dịch vệ sinh Smoovy Cool 100ml,,8936065622739,Chai,88000,,,,1
PPVVVN143,E’AORON kem bôi,,9348107001539,viên,8000,,,,1
PPVVVN144,E’AORON kem bôi - hộp,,,Hộp,640000,,,,1
PVN2372,E’AORON kem bôi - Hộp,,PVN2372,Hộp,0,,,,1
PPVVVN145,Cinatrol agi,,8936064210678,gói,5000,,,,1
PPVVVN146,Cinatrol agi - Hộp,,,Hộp,150000,,,,1
PPVVVN147,Dung dịch VSPN Kim ngân Hoa 120ml,,8938501451538,Chai,40000,,,,1
PPVVVN148,Dung dịch VSPN Quý Phi 120ml - Xanh,,8936007206843,Chai,30000,,,,1
PPVVVN149,Phấn rôm Ghonsonbaby,,8850007010258,Lọ,25000,,,,1
PPVVVN150,Biolactomen pluss,,8938501878014,Hộp,50000,,,,1
PPVVVN151,Dung dịch VSPN Quý Phi Hồng 120ml,,8936007200377,Lọ,30000,,,,1
PPVVVN152,Lăn Nivea nữ to,,4005808178223,Lọ,70000,,,,1
PPVVVN153,Dạ hương 100ml,,8936009151462,Chai,37000,,,,1
PPVVVN154,Bio 4Bill,,http://duocvshine.vn,Ống,8000,,,,1
PPVVVN155,Bio 4Bill - Hộp,,PPVVVN155,Hộp,160000,,,,1
PPVVVN156,Lăn Enchanter to (romatic),,8935212804592,Lọ,70000,,,,1
PPVVVN157,Dạ hương Vòi 120 mo,,8936009151493,Chai,45000,,,,1
PPVVVN158,Lăn Enchanter to (charming),,8935212800235,Lọ,70000,,,,1
PPVVVN159,Sortol Oriol Fru,,8936101740380,Gói,5000,,,,1
PPVVVN160,Sortol Oriol Fru - Hộp,,,Hộp,100000,,,,1
PPVVVN161,Dung dịch VSPN Lactacy soft & Silky Tím,,8936123410070,Chai,85000,,,,1
PPVVVN162,Lăn Nivea nữ bé,,40066653,Lọ,38000,,,,1
PPVVVN163,ISholax sharvin,,8938531419188,Gói,6000,,,,1
PPVVVN164,ISholax sharvin - Hộp,,,Hộp,120000,,,,1
PPVVVN165,Gynofar 250mp,,6933009901433,Chai,25000,,,,1
PPVVVN166,Lăn nivea nam bé,,42185222,Lọ,38000,,,,1
PPVVVN167,Dung dịch VSPN Lactacy Pro Sensitive - Hồng,,8936123410223,Chai,80000,,,,1
PPVVVN168,Men Nhật Health Aid,,4987227028375,Gói,16000,,,,1
PPVVVN169,Men Nhật Health Aid - Hộp (men Bifina),,,Hộp,960000,,,,1
PPVVVN170,Lăn nivea nam (to),,4005808321667,Lọ,70000,,,,1
PPVVVN171,Xịt khoáng EAU PURE,,3760100680928,Lọ,250000,,,,1
PPVVVN172,Fildias,,8938504863161,Vỉ,15000,,,,1
PPVVVN173,Fildias - Hộp,,,Hộp,150000,,,,1
PPVVVN174,Sữa tắm dược liệu Bynature 600g,,8936182890684,Chai,140000,,,,1
PPVVVN175,Xịt khoáng AVene,,3282779003131,Lọ,200000,,,,1
PPVVVN176,BIOLAC pluss,,8936109560287,Vỉ,10000,,,,1
PPVVVN177,BIOLAC pluss - Hộp,,,Hộp,100000,,,,1
PPVVVN178,Kem tan mỡ HOT BURNING,,8809643509657,Lọ,130000,,,,1
PPVVVN179,Dầu DL Thái dương 3 xanh,,8936007200773,Gói,1500,,,,1
PPVVVN180,Dầu DL Thái dương 3 xanh - Dây,,,Dây,15000,,,,1
PPVVVN181,Kem chống nắng AQUA,,4987241157754,Tuýp,160000,,,,1
PPVVVN182,Dầu gội Dược liệu TD3 - đỏ,,8936007200100,Gói,1500,,,,1
PPVVVN183,Dầu gội Dược liệu TD3 - đỏ - Dây,,,Dây,15000,,,,1
PPVVVN184,Lăn nách ETIAXIL,,3614819997108,Lọ,200000,,,,1
PPVVVN185,Khăn hạ sốt Sachi,,8938522273874,Túi,30000,,,,1
PPVVVN186,Khăn hạ sốt Sachi - Hộp,,,Hộp,150000,,,,1
PPVVVN187,Bio MAX,,8936101741530,Vỉ,10000,,,,1
PPVVVN188,Bio MAX - Hộp,,,Hộp,100000,,,,1
PPVVVN189,Kem chống nắng Bạch Liên,,8938501451095,Lọ,80000,,,,1
PPVVVN190,Kem chống nắng Cell Fusion C,,8809086209954,tuýp,300000,,,,1
PPVVVN191,Khăn hạ sốt Baby Shark,,6939142342539,Túi,30000,,,,1
PPVVVN192,Khăn hạ sốt Baby Shark - Hộp,,,Hộp,120000,,,,1
PPVVVN193,Kem chống nắng Neutrogena,,9300607563283,Tuýp,250000,,,,1
PPVVVN194,AntiBio pro,,8935270400064,Bịch,60000,,,,1
PPVVVN195,AntiBio pro - Hộp,,,Hộp,600000,,,,1
PPVVVN196,Gạc rơ lưỡi Dr. ichi,,8936155973062,Gói,4000,,,,1
PPVVVN197,Gạc rơ lưỡi Dr. ichi - Hộp,,,Hộp,120000,,,,1
PPVVVN198,Sữa tắm Tây Thi,,8936007200681,lọ,70000,,,,1
PPVVVN199,BIO VIGOR,,8936079381608,Hộp,40000,,,,1
PPVVVN200,Gạc rơ lưỡi Baby Shark,,8936102642409,Gói,3000,,,,1
PPVVVN201,Gạc rơ lưỡi Baby Shark - Hộp,,,Hộp,150000,,,,1
PPVVVN202,Kem chốngn nắng Esuvy,,8936065622104,lọ,80000,,,,1
PPVVVN203,Enterfocus,,8936101740885,Viên,25000,,,,1
PPVVVN204,Men Biosubtyl Đà Lạt,,8934690001325,Hộp,25000,,,,1
PPVVVN205,Kem chống nắng Esuvy Plus,,http://qcheck.vn/167vpgyd09,lọ,220000,,,,1
PPVVVN206,YUNPRO,,8809399860712,Gói,7000,,,,1
PPVVVN207,YUNPRO - Hộp,,,Hộp,140000,,,,1
PPVVVN208,Sữa rửa mặt Cetaphil 125ml,,3499320013055,lọ,155000,,,,1
PPVVVN209,Ybio,,http://www.dhgpharma.com.vn,Gói,3000,,,,1
PPVVVN210,Ybio - Hộp,,PPVVVN210,Hộp,72000,,,,1
PPVVVN211,Nước tẩy trang Bioderma (sebium),,3401575645851,lọ,270000,,,,1
PPVVVN212,Nước tẩy trang Bioderma (crealine),,3701129805008,lọ,250000,,,,1
PPVVVN213,PRO ENTER MAX (GT),,8936101741547,Ống,7000,,,,1
PPVVVN214,PRO ENTER MAX (GT) - Hộp,,,Hộp,140000,,,,1
PPVVVN215,Sữa rửa mặt Cetaphil 500ml,,3499320013048,Lọ,340000,,,,1
PPVVVN216,Novocain 3%,,8936008134473,Ống,2000,,,,1
PPVVVN217,Novocain 3% - Hộp,,,Hộp,200000,,,,1
PPVVVN218,Sữa rửa mặt gạo Thái,,8850722091945,Tuýp,35000,,,,1
PPVVVN219,TIFNOCALCI new (TP),,http://gianguyenpharma.com/thuc-pham-bao-ve-suc-khoe-tinfocacil-new.htm,Vỉ,30000,,,,1
PPVVVN220,TIFNOCALCI new (TP) - Hộp,,PPVVVN220,Hộp,75000,,,,1
PPVVVN221,Sữa rửa mặt Acnes mụn,,8935006530966,tuýp,60000,,,,1
PPVVVN222,Găng tay VGlove,,8938501149039,Đôi,2000,,,,1
PPVVVN223,Găng tay VGlove - Hộp,,,Hộp,80000,,,,1
PPVVVN224,Nin Calci. D,,8935092203614,Hộp,150000,,,,1
PPVVVN225,Sữa rửa mặt Senka perfect whip,,4901872462087,tuýp,105000,,,,1
PPVVVN226,SIRO CALCI - D ( ích nhi Nam Dược ),,8935092203188,Hộp,100000,,,,1
PPVVVN227,Sữa rửa mặt Oxy nam,,8935006531956,Tuýp,60000,,,,1
PPVVVN228,Cồn 70 độ- bé 50ml,,8936008133872,Lọ,5000,,,,1
PPVVVN229,Sữa rửa mặt Simple,,5011451103863,Tuýp,110000,,,,1
PPVVVN230,Sữa rửa mặt gạo Hàn,,8806182550997,Tuýp,140000,,,,1
PPVVVN231,Cồn 90 bé - 50ml,,8936008133865,Lọ,5000,,,,1
PPVVVN232,Nấm Trung,,6925930700155,Typ,20000,,,,1
PPVVVN233,Nấm Trung - Hộp,,,Hộp,400000,,,,1
PPVVVN234,Sữa rửa mặt Esuvy,,,Tuýp,110000,,,,1
PPVVVN235,Calci Ostelin (Người lớn),,9316090500506,Lọ,330000,,,,1
PPVVVN236,sữa rửa mặt Yo Clean,,8938520988121,Tuýp,45000,,,,1
PPVVVN237,Hồ nước 20g,,8936008133193,Lọ,10000,,,,1
PPVVVN238,Sữa rửa mặt Green tea,,8938501451248,Tuýp,35000,,,,1
PPVVVN239,Calci Ostelin (trẻ em),,9316090505105,Lọ,250000,,,,1
PPVVVN240,Sữa rửa mặt Avocado,,8938501451255,Tuýp,35000,,,,1
PPVVVN241,Bông Bạch Tuyết 25g,,8934641100084,Gói,10000,,,,1
PPVVVN242,Nhuỵ hoa nghệ tây 2g,,939309183294,Lọ,200000,,,,1
PPVVVN243,Nước tẩy trang ý dĩ 500ml,,4513574036093,Lọ,200000,,,,1
PPVVVN244,Optibac,,5060086610635,Lọ,450000,,,,1
PPVVVN245,Bông Bạch Tuyết 5g,,8934641100114,Gói,3000,,,,1
PPVVVN246,Bông Bạch Tuyết 5g - Bịch,,,Bịch,60000,,,,1
PPVVVN247,Nước tẩy trang Nivea 125ml (da khô),,4005900437907,lọ,60000,,,,1
PPVVVN248,Liver Detox,,PPVVVN248,Lọ,400000,,,,1
PPVVVN249,Bông Bạch Tuyết 45g,,8934641100145,Gói,15000,,,,1
PPVVVN250,Nước tẩy trang Nivea 200ml (da nhờn),,8850029015194,Lọ,82000,,,,1
PPVVVN251,MULTIVITAMIN (Natrues Way),,9314807078621,Lọ,250000,,,,1
PPVVVN252,Tẩy da chết Spa,,8808200170156,Tuýp,60000,,,,1
PPVVVN253,Bông Bạch Tuyết 100g,,8934641100107,Gói,25000,,,,1
PPVVVN254,Nước tẩy trang Simple 20ml,,8934868175261,lọ,130000,,,,1
PPVVVN255,E đỏ Nga,,3664798050226,Lọ,250000,,,,1
PPVVVN256,Tẩy da chết arrahan,,8809331311296,lọ,80000,,,,1
PPVVVN257,VITAMIN E (Heathy care),,9316254893369,Lọ,400000,,,,1
PPVVVN258,Sữa rửa măt Aquaphil 125ml,,8935206018394,lọ,60000,,,,1
PPVVVN259,Băng Cuộn 7x20,,8936126510043,Cuộn,2000,,,,1
PPVVVN260,Băng Cuộn 7x20 - Cọc,,,Cọc,40000,,,,1
PPVVVN261,OMEGA 3.6.9 (Heathy Care),,9316254891525,Lọ,400000,,,,1
PPVVVN262,Bông tẩy trang Minoso túi,,4542302064213,túi,25000,,,,1
PPVVVN263,VITAMIN D3-K2-MK7,,4260677574167,Lọ,320000,,,,1
PPVVVN264,Bông tẩy trang Miniso(hộp),,4504232048213,Hộp,55000,,,,1
PPVVVN266,Bông tẩy trang Emily,,4260294950016,Túi,35000,,,,1
PPVVVN267,IRON Milk,,9350299005851,Lọ,200000,,,,1
PPVVVN269,Foellie (Nước hoa vùng kín),,8809550300491,Lọ,250000,,,,1
PPVVVN270,Bông tẩy trang Ola,,5900095001584,Túi,35000,,,,1
PVN1937,Datrieuchung - vỉ,,8934903003009,Vỉ,15000,,,,1
PVN1938,Datrieuchung - vỉ - Hộp,,PVN1938,Hộp,150000,,,,1
PVN1935,Tanganil 500 mg -,,3384573,Vỉ,50000,,,,1
